code,city_name,area_name,region_name
A_05_0024,臺北市,萬華區,雙園段一小段
A_05_0025,臺北市,萬華區,雙園段二小段
A_05_0026,臺北市,萬華區,雙園段三小段
A_05_0027,臺北市,萬華區,莒光段一小段
A_05_0028,臺北市,萬華區,莒光段二小段
A_05_0029,臺北市,萬華區,莒光段三小段
A_05_0030,臺北市,萬華區,莒光段四小段
A_05_0031,臺北市,萬華區,華中段一小段
A_05_0032,臺北市,萬華區,華中段二小段
A_05_0033,臺北市,萬華區,華中段三小段
A_05_0034,臺北市,萬華區,華中段四小段
A_05_0035,臺北市,萬華區,華江段一小段
A_05_0036,臺北市,萬華區,華江段二小段
A_05_0037,臺北市,萬華區,華江段三小段
A_05_0038,臺北市,萬華區,萬大段一小段
A_05_0039,臺北市,萬華區,萬大段二小段
A_05_0040,臺北市,萬華區,直興段一小段
A_05_0041,臺北市,萬華區,直興段二小段
A_05_0042,臺北市,萬華區,直興段三小段
A_05_0043,臺北市,萬華區,萬華段一小段
A_05_0044,臺北市,萬華區,萬華段二小段
A_05_0045,臺北市,萬華區,漢中段一小段
A_05_0046,臺北市,萬華區,漢中段二小段
A_05_0047,臺北市,萬華區,漢中段三小段
A_05_0048,臺北市,萬華區,龍山段一小段
A_05_0049,臺北市,萬華區,龍山段二小段
A_05_0244,臺北市,萬華區,福星段一小段
A_05_0245,臺北市,萬華區,福星段二小段
A_05_0246,臺北市,萬華區,福星段三小段
A_05_0247,臺北市,萬華區,福星段四小段
A_09_0257,臺北市,大同區,圓環段一小段
A_09_0258,臺北市,大同區,圓環段二小段
A_09_0259,臺北市,大同區,圓環段三小段
A_09_0260,臺北市,大同區,市府段一小段
A_09_0261,臺北市,大同區,市府段二小段
A_09_0262,臺北市,大同區,市府段三小段
A_09_0263,臺北市,大同區,延平段一小段
A_09_0264,臺北市,大同區,延平段二小段
A_09_0265,臺北市,大同區,延平段三小段
A_09_0266,臺北市,大同區,玉泉段一小段
A_09_0267,臺北市,大同區,玉泉段二小段
A_09_0268,臺北市,大同區,迪化段一小段
A_09_0269,臺北市,大同區,迪化段二小段
A_09_0270,臺北市,大同區,迪化段三小段
A_09_0271,臺北市,大同區,大龍段一小段
A_09_0272,臺北市,大同區,大龍段二小段
A_09_0273,臺北市,大同區,大龍段三小段
A_09_0274,臺北市,大同區,橋北段一小段
A_09_0275,臺北市,大同區,橋北段二小段
A_09_0276,臺北市,大同區,橋北段三小段
A_09_0277,臺北市,大同區,大同段一小段
A_09_0278,臺北市,大同區,大同段二小段
A_09_0279,臺北市,大同區,文昌段一小段
A_09_0280,臺北市,大同區,文昌段二小段
A_09_0281,臺北市,大同區,雙連段一小段
A_09_0282,臺北市,大同區,雙連段二小段
A_09_0283,臺北市,大同區,雙連段三小段
A_10_0400,臺北市,中山區,中山段一小段
A_10_0401,臺北市,中山區,中山段二小段
A_10_0402,臺北市,中山區,中山段三小段
A_10_0403,臺北市,中山區,中山段四小段
A_10_0405,臺北市,中山區,北安段一小段
A_10_0406,臺北市,中山區,北安段二小段
A_10_0407,臺北市,中山區,北安段三小段
A_10_0408,臺北市,中山區,北安段四小段
A_10_0410,臺北市,中山區,正義段一小段
A_10_0411,臺北市,中山區,正義段二小段
A_10_0412,臺北市,中山區,正義段三小段
A_10_0413,臺北市,中山區,正義段四小段
A_10_0414,臺北市,中山區,吉林段一小段
A_10_0415,臺北市,中山區,吉林段二小段
A_10_0416,臺北市,中山區,吉林段三小段
A_10_0417,臺北市,中山區,吉林段四小段
A_10_0418,臺北市,中山區,吉林段五小段
A_10_0419,臺北市,中山區,長安段一小段
A_10_0420,臺北市,中山區,長安段二小段
A_10_0421,臺北市,中山區,長安段三小段
A_10_0422,臺北市,中山區,長安段四小段
A_10_0423,臺北市,中山區,長春段一小段
A_10_0424,臺北市,中山區,長春段二小段
A_10_0425,臺北市,中山區,長春段三小段
A_10_0427,臺北市,中山區,榮星段二小段
A_10_0428,臺北市,中山區,榮星段三小段
A_10_0429,臺北市,中山區,榮星段四小段
A_10_0430,臺北市,中山區,榮星段五小段
A_10_0431,臺北市,中山區,榮星段六小段
A_10_0432,臺北市,中山區,榮星段七小段
A_10_0434,臺北市,中山區,德惠段一小段
A_10_0435,臺北市,中山區,德惠段二小段
A_10_0436,臺北市,中山區,德惠段三小段
A_10_0437,臺北市,中山區,德惠段四小段
A_10_0513,臺北市,中山區,大佳段一小段
A_10_0514,臺北市,中山區,大佳段二小段
A_10_0520,臺北市,中山區,金泰段
A_11_0050,臺北市,文山區,景美段一小段
A_11_0051,臺北市,文山區,景美段二小段
A_11_0052,臺北市,文山區,景美段三小段
A_11_0053,臺北市,文山區,景美段四小段
A_11_0054,臺北市,文山區,景美段五小段
A_11_0055,臺北市,文山區,萬慶段一小段
A_11_0056,臺北市,文山區,萬慶段二小段
A_11_0057,臺北市,文山區,萬慶段三小段
A_11_0058,臺北市,文山區,萬隆段一小段
A_11_0059,臺北市,文山區,萬隆段二小段
A_11_0060,臺北市,文山區,興隆段一小段
A_11_0061,臺北市,文山區,興隆段二小段
A_11_0062,臺北市,文山區,興隆段三小段
A_11_0063,臺北市,文山區,興隆段四小段
A_11_0064,臺北市,文山區,興安段一小段
A_11_0065,臺北市,文山區,興安段二小段
A_11_0066,臺北市,文山區,興安段三小段
A_11_0067,臺北市,文山區,興安段四小段
A_11_0069,臺北市,文山區,木新段三小段
A_11_0070,臺北市,文山區,華興段一小段
A_11_0071,臺北市,文山區,華興段二小段
A_11_0072,臺北市,文山區,華興段三小段
A_11_0073,臺北市,文山區,華興段四小段
A_11_0074,臺北市,文山區,實踐段一小段
A_11_0075,臺北市,文山區,實踐段二小段
A_11_0076,臺北市,文山區,實踐段三小段
A_11_0115,臺北市,文山區,萬芳段一小段
A_11_0117,臺北市,文山區,公訓段一小段
A_11_0118,臺北市,文山區,公訓段二小段
A_11_0119,臺北市,文山區,公訓段三小段
A_11_0120,臺北市,文山區,興泰段一小段
A_11_0121,臺北市,文山區,興泰段二小段
A_11_0122,臺北市,文山區,興泰段三小段
A_11_0123,臺北市,文山區,萬芳段二小段
A_11_0124,臺北市,文山區,萬芳段三小段
A_11_0125,臺北市,文山區,木柵段一小段
A_11_0126,臺北市,文山區,木柵段二小段
A_11_0127,臺北市,文山區,木柵段三小段
A_11_0128,臺北市,文山區,木柵段四小段
A_11_0129,臺北市,文山區,富德段一小段
A_11_0130,臺北市,文山區,富德段二小段
A_11_0131,臺北市,文山區,富德段三小段
A_11_0132,臺北市,文山區,博嘉段一小段
A_11_0133,臺北市,文山區,博嘉段二小段
A_11_0134,臺北市,文山區,博嘉段三小段
A_11_0135,臺北市,文山區,老泉段一小段
A_11_0136,臺北市,文山區,老泉段二小段
A_11_0137,臺北市,文山區,老泉段三小段
A_11_0138,臺北市,文山區,老泉段四小段
A_11_0139,臺北市,文山區,指南段一小段
A_11_0140,臺北市,文山區,指南段二小段
A_11_0141,臺北市,文山區,指南段三小段
A_11_0142,臺北市,文山區,指南段四小段
A_11_0143,臺北市,文山區,頭廷段一小段
A_11_0144,臺北市,文山區,頭廷段二小段
A_11_0145,臺北市,文山區,頭廷段三小段
A_11_0146,臺北市,文山區,頭廷段四小段
A_11_0147,臺北市,文山區,草湳段一小段
A_11_0148,臺北市,文山區,草湳段二小段
A_11_0149,臺北市,文山區,草湳段三小段
A_11_0150,臺北市,文山區,政大段一小段
A_11_0151,臺北市,文山區,政大段二小段
A_11_0152,臺北市,文山區,政大段三小段
A_11_0153,臺北市,文山區,政大段四小段
A_11_0154,臺北市,文山區,政大段五小段
A_11_0155,臺北市,文山區,萬芳段四小段
A_11_0156,臺北市,文山區,博嘉段四小段
A_13_0656,臺北市,南港區,大豐段一小段
A_13_0657,臺北市,南港區,大豐段二小段
A_13_0658,臺北市,南港區,大豐段三小段
A_13_0659,臺北市,南港區,中南段一小段
A_13_0660,臺北市,南港區,中南段二小段
A_13_0661,臺北市,南港區,中南段三小段
A_13_0662,臺北市,南港區,中南段四小段
A_13_0663,臺北市,南港區,中南段五小段
A_13_0664,臺北市,南港區,玉成段一小段
A_13_0665,臺北市,南港區,玉成段二小段
A_13_0666,臺北市,南港區,玉成段三小段
A_13_0667,臺北市,南港區,玉成段四小段
A_13_0668,臺北市,南港區,玉成段五小段
A_13_0669,臺北市,南港區,南港段一小段
A_13_0670,臺北市,南港區,南港段二小段
A_13_0671,臺北市,南港區,南港段三小段
A_13_0672,臺北市,南港區,南港段四小段
A_13_0673,臺北市,南港區,新光段一小段
A_13_0674,臺北市,南港區,新光段二小段
A_13_0675,臺北市,南港區,新光段三小段
A_13_0676,臺北市,南港區,舊莊段一小段
A_13_0677,臺北市,南港區,舊莊段二小段
A_13_0678,臺北市,南港區,舊莊段三小段
A_13_0679,臺北市,南港區,舊莊段四小段
A_13_0680,臺北市,南港區,麗山段一小段
A_13_0681,臺北市,南港區,麗山段二小段
A_13_0682,臺北市,南港區,麗山段三小段
A_13_0683,臺北市,南港區,麗山段四小段
A_13_0684,臺北市,南港區,麗山段五小段
A_13_0685,臺北市,南港區,橫科段橫科小段
A_13_0713,臺北市,南港區,經貿段
A_13_0714,臺北市,南港區,向陽段
A_14_0453,臺北市,內湖區,文德段一小段
A_14_0454,臺北市,內湖區,文德段二小段
A_14_0455,臺北市,內湖區,文德段三小段
A_14_0456,臺北市,內湖區,文德段四小段
A_14_0457,臺北市,內湖區,西湖段一小段
A_14_0458,臺北市,內湖區,西湖段二小段
A_14_0459,臺北市,內湖區,西湖段三小段
A_14_0460,臺北市,內湖區,康寧段一小段
A_14_0461,臺北市,內湖區,康寧段二小段
A_14_0462,臺北市,內湖區,康寧段三小段
A_14_0463,臺北市,內湖區,康寧段四小段
A_14_0464,臺北市,內湖區,碧湖段一小段
A_14_0465,臺北市,內湖區,碧湖段二小段
A_14_0466,臺北市,內湖區,碧湖段三小段
A_14_0467,臺北市,內湖區,碧湖段四小段
A_14_0468,臺北市,內湖區,碧湖段五小段
A_14_0469,臺北市,內湖區,潭美段一小段
A_14_0470,臺北市,內湖區,潭美段二小段
A_14_0471,臺北市,內湖區,潭美段三小段
A_14_0472,臺北市,內湖區,潭美段四小段
A_14_0473,臺北市,內湖區,東湖段一小段
A_14_0474,臺北市,內湖區,東湖段二小段
A_14_0475,臺北市,內湖區,東湖段三小段
A_14_0486,臺北市,內湖區,東湖段四小段
A_14_0490,臺北市,內湖區,大湖段一小段
A_14_0491,臺北市,內湖區,大湖段二小段
A_14_0492,臺北市,內湖區,大湖段三小段
A_14_0493,臺北市,內湖區,大湖段四小段
A_14_0494,臺北市,內湖區,東湖段五小段
A_14_0495,臺北市,內湖區,東湖段六小段
A_14_0496,臺北市,內湖區,東湖段七小段
A_14_0507,臺北市,內湖區,碧山段一小段
A_14_0508,臺北市,內湖區,碧山段二小段
A_14_0509,臺北市,內湖區,碧山段三小段
A_14_0510,臺北市,內湖區,石潭段一小段
A_14_0511,臺北市,內湖區,石潭段二小段
A_14_0512,臺北市,內湖區,石潭段三小段
A_14_0516,臺北市,內湖區,東湖段八小段
A_14_0517,臺北市,內湖區,文德段五小段
A_14_0518,臺北市,內湖區,西湖段四小段
A_14_0519,臺北市,內湖區,石潭段四小段
A_14_0521,臺北市,內湖區,舊宗段
A_14_0522,臺北市,內湖區,安康段
A_14_0523,臺北市,內湖區,潭美段五小段
A_14_0524,臺北市,內湖區,石潭段五小段
A_15_0800,臺北市,士林區,天母段一小段
A_15_0801,臺北市,士林區,天母段二小段
A_15_0802,臺北市,士林區,天母段三小段
A_15_0803,臺北市,士林區,天母段四小段
A_15_0804,臺北市,士林區,蘭雅段一小段
A_15_0805,臺北市,士林區,蘭雅段二小段
A_15_0806,臺北市,士林區,蘭雅段三小段
A_15_0807,臺北市,士林區,百齡段一小段
A_15_0808,臺北市,士林區,百齡段二小段
A_15_0809,臺北市,士林區,百齡段三小段
A_15_0810,臺北市,士林區,百齡段四小段
A_15_0811,臺北市,士林區,百齡段五小段
A_15_0812,臺北市,士林區,光華段一小段
A_15_0813,臺北市,士林區,光華段二小段
A_15_0814,臺北市,士林區,光華段三小段
A_15_0815,臺北市,士林區,光華段四小段
A_15_0816,臺北市,士林區,陽明段一小段
A_15_0817,臺北市,士林區,陽明段二小段
A_15_0818,臺北市,士林區,陽明段三小段
A_15_0819,臺北市,士林區,陽明段四小段
A_15_0820,臺北市,士林區,福林段一小段
A_15_0821,臺北市,士林區,福林段二小段
A_15_0822,臺北市,士林區,福林段三小段
A_15_0823,臺北市,士林區,三玉段一小段
A_15_0824,臺北市,士林區,三玉段二小段
A_15_0825,臺北市,士林區,三玉段三小段
A_15_0826,臺北市,士林區,三玉段四小段
A_15_0827,臺北市,士林區,三玉段五小段
A_15_0828,臺北市,士林區,芝山段一小段
A_15_0829,臺北市,士林區,芝山段二小段
A_15_0830,臺北市,士林區,芝山段三小段
A_15_0831,臺北市,士林區,福順段一小段
A_15_0832,臺北市,士林區,福順段二小段
A_15_0833,臺北市,士林區,福順段三小段
A_15_0834,臺北市,士林區,永新段一小段
A_15_0835,臺北市,士林區,永新段二小段
A_15_0836,臺北市,士林區,永新段三小段
A_15_0837,臺北市,士林區,永新段四小段
A_15_0838,臺北市,士林區,海光段一小段
A_15_0839,臺北市,士林區,海光段二小段
A_15_0840,臺北市,士林區,海光段三小段
A_15_0841,臺北市,士林區,中洲段
A_15_0842,臺北市,士林區,溪洲段一小段
A_15_0843,臺北市,士林區,溪洲段二小段
A_15_0844,臺北市,士林區,溪洲段三小段
A_15_0845,臺北市,士林區,富安段一小段
A_15_0846,臺北市,士林區,富安段二小段
A_15_0847,臺北市,士林區,富安段三小段
A_15_0848,臺北市,士林區,永平段一小段
A_15_0849,臺北市,士林區,永平段二小段
A_15_0850,臺北市,士林區,永平段三小段
A_15_0851,臺北市,士林區,永平段四小段
A_15_0852,臺北市,士林區,天山段一小段
A_15_0853,臺北市,士林區,天山段二小段
A_15_0854,臺北市,士林區,雙溪段重劃一小段
A_15_0944,臺北市,士林區,至善段一小段
A_15_0945,臺北市,士林區,至善段二小段
A_15_0946,臺北市,士林區,至善段三小段
A_15_0947,臺北市,士林區,至善段四小段
A_15_0948,臺北市,士林區,至善段五小段
A_15_0949,臺北市,士林區,至善段六小段
A_15_0950,臺北市,士林區,翠山段一小段
A_15_0951,臺北市,士林區,翠山段二小段
A_15_0953,臺北市,士林區,力行段一小段
A_15_0954,臺北市,士林區,力行段二小段
A_15_0955,臺北市,士林區,力行段三小段
A_15_0956,臺北市,士林區,芝蘭段一小段
A_15_0957,臺北市,士林區,芝蘭段二小段
A_15_0958,臺北市,士林區,芝蘭段三小段
A_15_0959,臺北市,士林區,芝蘭段四小段
A_15_0960,臺北市,士林區,華岡段一小段
A_15_0961,臺北市,士林區,華岡段二小段
A_15_0962,臺北市,士林區,華岡段三小段
A_15_0963,臺北市,士林區,華岡段四小段
A_15_0964,臺北市,士林區,平等段一小段
A_15_0965,臺北市,士林區,平等段二小段
A_15_0966,臺北市,士林區,平等段三小段
A_15_0967,臺北市,士林區,天玉段一小段
A_15_0968,臺北市,士林區,天玉段二小段
A_15_0969,臺北市,士林區,天玉段三小段
A_15_0970,臺北市,士林區,菁山段一小段
A_15_0971,臺北市,士林區,菁山段二小段
A_15_0972,臺北市,士林區,溪山段一小段
A_15_0973,臺北市,士林區,溪山段二小段
A_15_0974,臺北市,士林區,溪山段三小段
A_15_0996,臺北市,士林區,至善段七小段
A_15_0997,臺北市,士林區,華岡段五小段
A_15_0998,臺北市,士林區,新安段一小段
A_15_0999,臺北市,士林區,新安段五小段
A_15_1002,臺北市,士林區,百齡段六小段
A_15_1003,臺北市,士林區,新安段二小段
A_15_1004,臺北市,士林區,新安段三小段
A_15_1005,臺北市,士林區,新安段四小段
A_15_1013,臺北市,士林區,新安段六小段
A_16_0883,臺北市,北投區,振興段一小段
A_16_0884,臺北市,北投區,振興段二小段
A_16_0885,臺北市,北投區,振興段三小段
A_16_0886,臺北市,北投區,振興段四小段
A_16_0887,臺北市,北投區,文林段一小段
A_16_0888,臺北市,北投區,文林段二小段
A_16_0889,臺北市,北投區,文林段三小段
A_16_0890,臺北市,北投區,文林段四小段
A_16_0891,臺北市,北投區,文林段五小段
A_16_0892,臺北市,北投區,立農段一小段
A_16_0893,臺北市,北投區,立農段二小段
A_16_0894,臺北市,北投區,立農段三小段
A_16_0895,臺北市,北投區,立農段四小段
A_16_0896,臺北市,北投區,立農段五小段
A_16_0897,臺北市,北投區,新民段一小段
A_16_0898,臺北市,北投區,新民段二小段
A_16_0899,臺北市,北投區,新民段三小段
A_16_0900,臺北市,北投區,新民段四小段
A_16_0901,臺北市,北投區,開明段一小段
A_16_0902,臺北市,北投區,開明段二小段
A_16_0903,臺北市,北投區,開明段三小段
A_16_0904,臺北市,北投區,大業段一小段
A_16_0905,臺北市,北投區,大業段二小段
A_16_0906,臺北市,北投區,大業段三小段
A_16_0907,臺北市,北投區,大業段四小段
A_16_0908,臺北市,北投區,溫泉段一小段
A_16_0909,臺北市,北投區,溫泉段二小段
A_16_0910,臺北市,北投區,溫泉段三小段
A_16_0911,臺北市,北投區,溫泉段四小段
A_16_0912,臺北市,北投區,奇岩段一小段
A_16_0913,臺北市,北投區,奇岩段二小段
A_16_0914,臺北市,北投區,奇岩段三小段
A_16_0915,臺北市,北投區,奇岩段四小段
A_16_0916,臺北市,北投區,奇岩段五小段
A_16_0926,臺北市,北投區,桃源段一小段
A_16_0927,臺北市,北投區,桃源段二小段
A_16_0928,臺北市,北投區,桃源段三小段
A_16_0929,臺北市,北投區,秀山段一小段
A_16_0930,臺北市,北投區,秀山段二小段
A_16_0931,臺北市,北投區,秀山段三小段
A_16_0932,臺北市,北投區,關渡段一小段
A_16_0933,臺北市,北投區,關渡段二小段
A_16_0934,臺北市,北投區,關渡段三小段
A_16_0935,臺北市,北投區,八仙段一小段
A_16_0936,臺北市,北投區,八仙段二小段
A_16_0937,臺北市,北投區,豐年段一小段
A_16_0938,臺北市,北投區,豐年段二小段
A_16_0939,臺北市,北投區,豐年段三小段
A_16_0940,臺北市,北投區,豐年段四小段
A_16_0941,臺北市,北投區,洲美段一小段
A_16_0942,臺北市,北投區,洲美段二小段
A_16_0952,臺北市,北投區,大業段五小段
A_16_0975,臺北市,北投區,行義段一小段
A_16_0976,臺北市,北投區,行義段二小段
A_16_0977,臺北市,北投區,行義段三小段
A_16_0978,臺北市,北投區,行義段四小段
A_16_0979,臺北市,北投區,崇仰段一小段
A_16_0980,臺北市,北投區,崇仰段二小段
A_16_0981,臺北市,北投區,崇仰段三小段
A_16_0982,臺北市,北投區,崇仰段四小段
A_16_0983,臺北市,北投區,泉源段一小段
A_16_0984,臺北市,北投區,泉源段二小段
A_16_0985,臺北市,北投區,泉源段三小段
A_16_0986,臺北市,北投區,泉源段四小段
A_16_0987,臺北市,北投區,大屯段一小段
A_16_0988,臺北市,北投區,大屯段二小段
A_16_0989,臺北市,北投區,大屯段三小段
A_16_0990,臺北市,北投區,大屯段四小段
A_16_0991,臺北市,北投區,湖山段一小段
A_16_0992,臺北市,北投區,湖山段二小段
A_16_0993,臺北市,北投區,湖山段三小段
A_16_0994,臺北市,北投區,湖田段一小段
A_16_0995,臺北市,北投區,湖田段二小段
A_16_1000,臺北市,北投區,桃源段四小段
A_16_1001,臺北市,北投區,桃源段五小段
A_16_1012,臺北市,北投區,奇岩段六小段
A_16_1014,臺北市,北投區,三合段
A_16_1015,臺北市,北投區,新洲美段
A_16_1016,臺北市,北投區,軟橋段
A_17_0618,臺北市,信義區,逸仙段二小段
A_17_0619,臺北市,信義區,逸仙段三小段
A_17_0624,臺北市,信義區,三興段一小段
A_17_0625,臺北市,信義區,三興段二小段
A_17_0626,臺北市,信義區,三興段三小段
A_17_0627,臺北市,信義區,永春段一小段
A_17_0628,臺北市,信義區,永春段二小段
A_17_0629,臺北市,信義區,永春段三小段
A_17_0630,臺北市,信義區,永吉段一小段
A_17_0631,臺北市,信義區,永吉段二小段
A_17_0632,臺北市,信義區,永吉段三小段
A_17_0633,臺北市,信義區,永吉段四小段
A_17_0634,臺北市,信義區,虎林段一小段
A_17_0636,臺北市,信義區,虎林段三小段
A_17_0637,臺北市,信義區,虎林段四小段
A_17_0638,臺北市,信義區,吳興段一小段
A_17_0639,臺北市,信義區,吳興段二小段
A_17_0640,臺北市,信義區,吳興段三小段
A_17_0641,臺北市,信義區,信義段一小段
A_17_0642,臺北市,信義區,信義段二小段
A_17_0643,臺北市,信義區,祥和段一小段
A_17_0644,臺北市,信義區,祥和段二小段
A_17_0645,臺北市,信義區,祥和段三小段
A_17_0646,臺北市,信義區,祥和段四小段
A_17_0647,臺北市,信義區,雅祥段一小段
A_17_0648,臺北市,信義區,雅祥段二小段
A_17_0649,臺北市,信義區,雅祥段三小段
A_17_0650,臺北市,信義區,雅祥段四小段
A_17_0651,臺北市,信義區,福德段一小段
A_17_0652,臺北市,信義區,福德段二小段
A_17_0653,臺北市,信義區,福德段三小段
A_17_0654,臺北市,信義區,福德段四小段
A_17_0687,臺北市,信義區,信義段三小段
A_17_0688,臺北市,信義區,信義段四小段
A_17_0689,臺北市,信義區,信義段五小段
A_17_0703,臺北市,信義區,虎林段五小段
A_17_0707,臺北市,信義區,犂和段一小段
A_17_0708,臺北市,信義區,犂和段二小段
A_17_0709,臺北市,信義區,犂和段三小段
A_17_0710,臺北市,信義區,犂和段四小段
B_01_0001,臺中市,中區,繼光段一小段
B_01_0002,臺中市,中區,繼光段二小段
B_01_0003,臺中市,中區,繼光段三小段
B_01_0004,臺中市,中區,繼光段四小段
B_01_0005,臺中市,中區,繼光段五小段
B_01_0006,臺中市,中區,繼光段六小段
B_01_0007,臺中市,中區,自由段一小段
B_01_0008,臺中市,中區,自由段二小段
B_01_0009,臺中市,中區,自由段三小段
B_01_0010,臺中市,中區,自由段四小段
B_01_0011,臺中市,中區,自由段五小段
B_01_0012,臺中市,中區,自由段六小段
B_01_0013,臺中市,中區,自由段七小段
B_01_0014,臺中市,中區,綠川段一小段
B_01_0015,臺中市,中區,綠川段二小段
B_01_0016,臺中市,中區,綠川段三小段
B_01_0017,臺中市,中區,綠川段四小段
B_01_0018,臺中市,中區,綠川段五小段
B_01_0019,臺中市,中區,綠川段六小段
B_01_0020,臺中市,中區,重慶段一小段
B_01_0021,臺中市,中區,重慶段二小段
B_01_0022,臺中市,中區,重慶段三小段
B_01_0023,臺中市,中區,重慶段四小段
B_01_0024,臺中市,中區,重慶段五小段
B_01_0025,臺中市,中區,重慶段六小段
B_01_0026,臺中市,中區,建國段一小段
B_01_0027,臺中市,中區,建國段二小段
B_01_0028,臺中市,中區,建國段三小段
B_01_0029,臺中市,中區,建國段四小段
B_01_0030,臺中市,中區,建國段五小段
B_01_0031,臺中市,中區,仁愛段一小段
B_01_0032,臺中市,中區,仁愛段二小段
B_01_0033,臺中市,中區,仁愛段三小段
